client_id,age,gender,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,tx_count_90d,turnover_outflow_90d,tx_count_30d,turnover_outflow_30d,turnover_outflow_60d_prev,days_since_last_tx,inflow_30d,inflow_60d_prev,sessions_30d,sessions_60d_prev,days_since_last_login,unsubscribe_count_90d,support_tickets_30d,push_received_90d,push_opened_90d,turnover_drop_30d_vs_60d_pct,sessions_drop_30d_vs_60d_pct,push_open_rate_90d,inflow_drop_pct,churned_in_next_28d,already_churned_at_snapshot
109,23,M,Регион,7,518,92670,108015,1,1,1,172.0,470298.0,61.0,110681.0,179096.0,1,541039.0,483291.0,60.0,63.0,0,0.0,0.0,29.0,17.0,0.38200183142002053,0.047619047619047616,0.5862068965517241,-0.11948908628548845,0,0
110,41,F,Москва,5,518,49219,19158,1,1,0,54.0,120807.0,19.0,41139.0,44017.0,1,221847.0,15530.0,20.0,25.0,0,0.0,0.0,29.0,9.0,0.06538382897516869,0.2,0.3103448275862069,-13.285061171925307,0,0
111,49,M,Москва,5,691,74028,23683,3,1,0,122.0,315189.0,43.0,99962.0,139183.0,0,557034.0,143281.0,14.0,21.0,1,0.0,0.0,29.0,7.0,0.2817944720260377,0.3333333333333333,0.2413793103448276,-2.8877031846511403,0,0
112,38,M,Москва,5,753,45479,447066,3,1,1,174.0,434567.0,74.0,163155.0,149632.0,0,560609.0,161658.0,58.0,72.0,2,0.0,0.0,29.0,13.0,-0.09037505346449957,0.19444444444444445,0.4482758620689655,-2.4678704425391875,0,0
113,71,M,Москва,9,537,45019,809634,1,0,1,147.0,465471.0,41.0,103874.0,103618.0,0,153475.0,168088.0,60.0,59.0,0,0.0,0.0,29.0,13.0,-0.0024706132139203614,-0.01694915254237288,0.4482758620689655,0.08693660463566703,0,0
114,27,F,Регион,4,640,41977,19159,3,1,1,107.0,215244.0,31.0,54148.0,76490.0,1,218859.0,110229.0,26.0,34.0,1,0.0,0.0,29.0,16.0,0.2920904693423977,0.23529411764705882,0.5517241379310345,-0.985493835560515,0,0
115,43,M,Москва,10,491,164291,0,2,1,1,76.0,206203.0,19.0,30180.0,49956.0,1,653188.0,145336.0,36.0,44.0,0,0.0,0.0,29.0,17.0,0.39586836416046123,0.18181818181818182,0.5862068965517241,-3.4943303792590963,0,0
116,53,F,Санкт-Петербург,5,580,44879,0,1,1,1,102.0,286664.0,28.0,96094.0,112396.0,0,193738.0,376646.0,31.0,25.0,0,0.0,0.0,29.0,17.0,0.1450407487810954,-0.24,0.5862068965517241,0.48562310498452127,0,0
117,51,F,Регион,7,624,118784,713233,1,0,1,186.0,586846.0,63.0,188166.0,161585.0,1,162327.0,231893.0,61.0,51.0,0,0.0,0.0,29.0,18.0,-0.16450165547544637,-0.19607843137254902,0.6206896551724138,0.2999918065659593,0,0
118,46,F,Санкт-Петербург,10,699,46212,0,1,1,1,90.0,230843.0,26.0,52650.0,84360.0,0,153205.0,26919.0,54.0,44.0,0,0.0,0.0,29.0,12.0,0.3758890469416785,-0.22727272727272727,0.41379310344827586,-4.6913332590363686,0,0
119,51,M,Санкт-Петербург,8,439,43145,0,1,1,1,162.0,443353.0,47.0,160444.0,169546.0,0,119748.0,167846.0,60.0,62.0,0,0.0,0.0,29.0,16.0,0.05368454578698406,0.03225806451612903,0.5517241379310345,0.28656029932199756,0,0
120,39,F,Москва,4,782,75633,0,1,1,1,82.0,207399.0,18.0,28698.0,86294.0,5,152793.0,488885.0,45.0,59.0,0,0.0,2.0,29.0,13.0,0.6674392194127055,0.23728813559322035,0.4482758620689655,0.687466377573458,1,0
121,58,F,Москва,2,633,30000,53547,1,1,0,73.0,232728.0,24.0,93357.0,66082.0,1,97037.0,71149.0,19.0,20.0,0,0.0,0.0,29.0,11.0,-0.41274477164734724,0.05,0.3793103448275862,-0.363856132904187,0,0
122,53,F,Москва,1,779,89215,159453,2,1,0,103.0,287173.0,29.0,77190.0,89292.0,0,83508.0,321685.0,24.0,20.0,1,0.0,0.0,29.0,11.0,0.13553285848676253,-0.2,0.3793103448275862,0.740404432907969,0,0
123,28,M,Москва,4,720,55178,291982,1,1,1,110.0,373340.0,38.0,171615.0,121410.0,0,226519.0,57106.0,44.0,43.0,0,0.0,0.0,29.0,13.0,-0.41351618482826785,-0.023255813953488372,0.4482758620689655,-2.9666409834343153,0,0
124,42,M,Москва,7,735,43025,261316,1,1,0,100.0,218169.0,37.0,80093.0,92798.0,0,198199.0,91568.0,17.0,21.0,1,0.0,0.0,29.0,11.0,0.13691027823875515,0.19047619047619047,0.3793103448275862,-1.1645006989341256,0,0
125,19,M,Москва,8,850,37824,317680,1,0,0,111.0,315080.0,41.0,104170.0,132483.0,1,127714.0,54937.0,26.0,21.0,1,0.0,0.0,29.0,16.0,0.21371043832038827,-0.23809523809523808,0.5517241379310345,-1.3247356062398747,0,0
126,56,M,Москва,0,572,195400,75266,2,1,1,189.0,481485.0,61.0,126053.0,131705.0,0,1136806.0,1852573.0,34.0,50.0,0,0.0,0.0,29.0,20.0,0.04291408830340534,0.32,0.6896551724137931,0.38636372223928556,0,0
127,41,M,Москва,5,664,58654,322102,1,1,0,88.0,267292.0,28.0,65675.0,113400.0,1,211630.0,115618.0,16.0,14.0,1,0.0,0.0,29.0,15.0,0.4208553791887125,-0.14285714285714285,0.5172413793103449,-0.8304243283917729,0,0
128,54,M,Регион,10,551,57189,0,1,1,0,120.0,354778.0,48.0,145189.0,105106.0,0,94248.0,148077.0,16.0,6.0,0,0.0,2.0,29.0,8.0,-0.38135786729587273,-1.6666666666666667,0.27586206896551724,0.3635203306387893,1,0
129,37,M,Москва,9,640,101090,258192,2,0,0,172.0,464408.0,58.0,209010.0,124411.0,0,524305.0,349780.0,24.0,22.0,0,0.0,0.0,29.0,11.0,-0.679996141820257,-0.09090909090909091,0.3793103448275862,-0.4989564869346446,0,0
130,18,F,Москва,10,722,36135,36990,1,1,1,176.0,488427.0,60.0,194909.0,116501.0,0,95939.0,174886.0,38.0,45.0,1,0.0,0.0,29.0,15.0,-0.6730242658861297,0.15555555555555556,0.5172413793103449,0.45141978202943633,0,0
131,70,M,Регион,10,763,118253,164777,1,1,0,142.0,469535.0,33.0,75340.0,208998.0,1,323319.0,436438.0,13.0,23.0,0,0.0,2.0,29.0,9.0,0.6395180815127417,0.43478260869565216,0.3103448275862069,0.25918687190391304,1,0
132,40,F,Москва,1,612,58604,0,1,1,1,121.0,308782.0,39.0,93019.0,143234.0,0,123623.0,198462.0,25.0,27.0,0,1.0,0.0,29.0,16.0,0.35058016951282517,0.07407407407407407,0.5517241379310345,0.3770948594693191,0,0
133,26,F,Санкт-Петербург,7,530,30000,229311,4,0,1,141.0,371462.0,40.0,142503.0,105051.0,0,62477.0,293433.0,32.0,29.0,0,0.0,0.0,29.0,15.0,-0.3565125510466345,-0.10344827586206896,0.5172413793103449,0.7870825708083277,0,0
134,52,M,Регион,6,657,43552,0,2,1,0,60.0,213649.0,18.0,62319.0,27911.0,4,167652.0,64491.0,11.0,8.0,1,0.0,0.0,29.0,8.0,-1.2327756081831536,-0.375,0.27586206896551724,-1.5996185514257804,1,0
135,62,F,Санкт-Петербург,5,565,31036,233735,2,1,1,79.0,214731.0,31.0,87821.0,88812.0,1,31422.0,67058.0,32.0,34.0,0,0.0,0.0,29.0,18.0,0.01115840201774535,0.058823529411764705,0.6206896551724138,0.5314205613051388,0,0
136,36,M,Москва,8,592,62862,94052,2,1,1,168.0,452954.0,64.0,189942.0,180591.0,0,270725.0,481852.0,42.0,44.0,0,0.0,1.0,29.0,16.0,-0.051779989035998474,0.045454545454545456,0.5517241379310345,0.4381573595211808,0,0
137,37,F,Регион,10,717,37192,329641,2,0,1,77.0,267138.0,29.0,114018.0,74651.0,0,27194.0,15656.0,42.0,45.0,0,0.0,0.0,29.0,15.0,-0.5273472558974428,0.06666666666666667,0.5172413793103449,-0.736969851814001,0,0
138,41,M,Регион,5,699,34814,104634,1,0,0,7.0,6204.0,0.0,0.0,0.0,78,0.0,0.0,0.0,0.0,77,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1
139,25,F,Москва,7,733,71348,0,3,1,1,100.0,270399.0,32.0,64018.0,96652.0,3,200187.0,201611.0,41.0,55.0,0,0.0,0.0,29.0,21.0,0.3376443322435128,0.2545454545454545,0.7241379310344828,0.007063106675727019,0,0
140,30,M,Москва,5,616,61473,196221,1,1,0,77.0,308737.0,17.0,81677.0,104149.0,10,231734.0,116983.0,5.0,20.0,20,0.0,1.0,27.0,9.0,0.21576779421789935,0.75,0.3333333333333333,-0.9809203046596514,0,1
141,59,M,Москва,6,751,123685,0,1,1,0,160.0,588874.0,61.0,287262.0,191567.0,0,303462.0,1112123.0,16.0,22.0,2,0.0,0.0,29.0,9.0,-0.4995380206402982,0.2727272727272727,0.3103448275862069,0.7271327002498824,0,0
142,36,M,Регион,10,651,120440,62261,1,1,1,216.0,681687.0,82.0,273794.0,272831.0,0,553610.0,404413.0,37.0,32.0,0,0.0,0.0,29.0,15.0,-0.003529657553577123,-0.15625,0.5172413793103449,-0.36892236401896084,0,0
143,28,F,Москва,8,622,62120,0,1,0,1,64.0,158835.0,20.0,51167.0,31596.0,0,28825.0,55255.0,30.0,31.0,0,0.0,0.0,29.0,17.0,-0.619413849854412,0.03225806451612903,0.5862068965517241,0.4783277531445118,0,0
144,33,F,Москва,2,540,80805,0,2,0,0,10.0,27720.0,0.0,0.0,0.0,76,0.0,0.0,0.0,0.0,78,0.0,0.0,4.0,1.0,0.0,0.0,0.25,0.0,0,1
145,51,M,Санкт-Петербург,9,441,30000,0,1,1,0,109.0,356931.0,40.0,119784.0,81543.0,1,98191.0,53703.0,16.0,11.0,3,0.0,0.0,29.0,12.0,-0.46896729332989956,-0.45454545454545453,0.41379310344827586,-0.8284080963819526,0,0
146,18,M,Регион,5,494,90910,0,2,0,0,25.0,64287.0,0.0,0.0,15244.0,49,0.0,0.0,0.0,1.0,54,0.0,0.0,16.0,2.0,1.0,1.0,0.125,0.0,0,1
147,41,M,Москва,6,672,76605,0,2,0,0,68.0,155649.0,26.0,66562.0,58654.0,1,134835.0,44365.0,11.0,16.0,3,0.0,0.0,29.0,12.0,-0.1348245643945852,0.3125,0.41379310344827586,-2.0392201059393664,0,0
148,68,F,Москва,1,559,106133,0,3,0,1,153.0,441386.0,60.0,162434.0,109648.0,0,925639.0,493694.0,48.0,44.0,0,0.0,0.0,29.0,16.0,-0.48141324967167665,-0.09090909090909091,0.5517241379310345,-0.8749245484044773,0,0
149,62,M,Санкт-Петербург,4,485,49825,43181,1,1,0,52.0,197327.0,2.0,1870.0,143229.0,24,0.0,77492.0,3.0,12.0,24,0.0,0.0,24.0,10.0,0.986943984807546,0.75,0.4166666666666667,1.0,0,1
150,45,M,Регион,3,608,50086,0,1,0,0,117.0,382813.0,45.0,153767.0,107464.0,1,66299.0,173436.0,8.0,7.0,0,0.0,0.0,29.0,12.0,-0.43086987270155586,-0.14285714285714285,0.41379310344827586,0.6177321893955119,0,0
151,54,F,Санкт-Петербург,0,678,50274,496786,2,1,0,64.0,193087.0,19.0,18847.0,76809.0,0,231021.0,124723.0,20.0,27.0,1,0.0,1.0,29.0,7.0,0.7546251090367014,0.25925925925925924,0.2413793103448276,-0.8522726361617344,1,0
152,54,F,Регион,9,692,141598,166139,1,0,0,122.0,403807.0,39.0,182851.0,97364.0,0,601419.0,0.0,18.0,14.0,0,0.0,0.0,29.0,8.0,-0.8780144611971571,-0.2857142857142857,0.27586206896551724,0.0,0,0
153,36,M,Москва,1,647,70952,103580,1,1,1,113.0,406309.0,37.0,160972.0,84121.0,1,248503.0,34201.0,62.0,35.0,0,0.0,0.0,29.0,18.0,-0.9135768714114193,-0.7714285714285715,0.6206896551724138,-6.265957135756264,0,0
154,49,F,Москва,7,644,30000,139151,1,0,0,84.0,201257.0,28.0,92839.0,51185.0,2,37353.0,58675.0,31.0,32.0,0,0.0,0.0,29.0,12.0,-0.8137931034482758,0.03125,0.41379310344827586,0.3633915636983383,0,0
155,59,M,Москва,8,596,88135,0,1,1,1,116.0,366722.0,33.0,98070.0,163884.0,0,149127.0,141039.0,44.0,35.0,0,0.0,0.0,29.0,17.0,0.4015889287544849,-0.2571428571428571,0.5862068965517241,-0.05734584051219875,0,0
156,23,F,Москва,6,713,45343,0,1,1,1,108.0,326317.0,45.0,162751.0,65633.0,1,171487.0,54777.0,32.0,25.0,0,0.0,1.0,29.0,19.0,-1.4797129492785641,-0.28,0.6551724137931034,-2.1306387717472663,0,0
157,45,M,Санкт-Петербург,9,632,114777,0,2,1,1,183.0,627912.0,59.0,212561.0,291278.0,0,82223.0,383651.0,21.0,21.0,1,0.0,0.0,29.0,16.0,0.27024698054779284,0.0,0.5517241379310345,0.7856828211056403,0,0
158,42,F,Регион,1,642,82723,53570,1,1,0,73.0,236337.0,24.0,49621.0,127606.0,2,150037.0,151695.0,16.0,13.0,4,0.0,0.0,29.0,12.0,0.6111389746563641,-0.23076923076923078,0.41379310344827586,0.010929826296186426,0,0
159,39,F,Москва,0,754,126029,51382,2,1,0,150.0,329739.0,48.0,122117.0,116245.0,0,223953.0,649577.0,25.0,21.0,0,0.0,0.0,29.0,10.0,-0.05051400060217644,-0.19047619047619047,0.3448275862068966,0.6552325590345718,0,0
160,38,F,Регион,9,729,111671,49860,1,0,0,133.0,397081.0,46.0,146942.0,117585.0,0,599604.0,601562.0,13.0,15.0,10,0.0,0.0,29.0,14.0,-0.24966619891993028,0.13333333333333333,0.4827586206896552,0.0032548598481951987,0,0
161,41,M,Москва,2,632,105074,254647,1,1,0,48.0,124793.0,0.0,0.0,16550.0,50,0.0,192931.0,0.0,4.0,56,0.0,0.0,18.0,4.0,1.0,1.0,0.2222222222222222,1.0,0,1
162,42,F,Санкт-Петербург,3,617,118265,759706,2,1,0,82.0,243011.0,27.0,102848.0,90129.0,1,440128.0,624144.0,4.0,9.0,13,1.0,1.0,29.0,9.0,-0.14111995029346824,0.5555555555555556,0.3103448275862069,0.2948293983439719,1,0
163,51,M,Москва,7,617,97639,0,3,1,1,119.0,341269.0,40.0,102585.0,130082.0,0,450508.0,629163.0,27.0,32.0,1,0.0,0.0,29.0,21.0,0.21138205132147414,0.15625,0.7241379310344828,0.2839566217339545,0,0
164,44,M,Санкт-Петербург,5,448,39486,33436,2,0,1,199.0,552747.0,72.0,197872.0,146913.0,1,533668.0,336500.0,45.0,44.0,0,0.0,0.0,29.0,14.0,-0.34686515148421176,-0.022727272727272728,0.4827586206896552,-0.5859375928677563,0,0
165,36,F,Москва,2,760,30147,0,2,1,0,102.0,281958.0,32.0,96310.0,90517.0,0,42744.0,104418.0,16.0,20.0,1,0.0,0.0,29.0,9.0,-0.0639990278069313,0.2,0.3103448275862069,0.5906452910417744,0,0
166,28,M,Регион,2,582,36383,783650,1,0,0,120.0,342618.0,37.0,119916.0,136391.0,0,196316.0,148846.0,21.0,25.0,0,0.0,0.0,29.0,15.0,0.12079242765285099,0.16,0.5172413793103449,-0.3189202262741357,0,0
167,32,F,Регион,9,735,92820,314822,1,0,0,75.0,245070.0,30.0,82099.0,89547.0,2,325293.0,156468.0,27.0,26.0,0,0.0,0.0,29.0,10.0,0.08317419902397624,-0.038461538461538464,0.3448275862068966,-1.0789746146176855,0,0
168,41,F,Регион,5,654,30000,43599,1,1,0,91.0,232075.0,33.0,96140.0,47263.0,1,70517.0,57405.0,26.0,36.0,0,0.0,0.0,29.0,11.0,-1.0341493345746144,0.2777777777777778,0.3793103448275862,-0.22841215921958016,0,0
169,30,M,Регион,10,789,59323,116815,2,1,1,139.0,442134.0,41.0,158650.0,117517.0,2,172395.0,206306.0,17.0,28.0,1,0.0,0.0,29.0,16.0,-0.3500174442846567,0.39285714285714285,0.5517241379310345,0.16437234011613816,1,0
170,49,F,Москва,6,703,51046,531564,2,0,1,74.0,181478.0,22.0,37058.0,95026.0,2,100579.0,57719.0,39.0,42.0,0,0.0,0.0,29.0,15.0,0.6100225201523793,0.07142857142857142,0.5172413793103449,-0.7425631074689444,0,0
171,43,M,Санкт-Петербург,7,741,124780,91452,2,0,0,106.0,205813.0,39.0,61112.0,82724.0,2,508808.0,605185.0,16.0,23.0,3,0.0,0.0,29.0,6.0,0.26125429137856004,0.30434782608695654,0.20689655172413793,0.15925212951411552,0,0
172,52,F,Москва,3,591,55808,277941,3,0,0,81.0,220769.0,25.0,51399.0,120682.0,1,88344.0,71764.0,14.0,19.0,0,0.0,0.0,29.0,12.0,0.5740955569181817,0.2631578947368421,0.41379310344827586,-0.2310350593612396,0,0
173,30,M,Регион,0,521,47997,81851,1,0,1,91.0,266670.0,28.0,93289.0,95679.0,0,201472.0,214129.0,37.0,49.0,0,0.0,0.0,29.0,18.0,0.02497935806185265,0.24489795918367346,0.6206896551724138,0.05910922854914561,0,0
174,28,F,Москва,5,665,131875,69249,2,1,1,153.0,426669.0,56.0,150431.0,159295.0,0,529096.0,184270.0,15.0,26.0,0,0.0,1.0,29.0,13.0,0.05564518660347155,0.4230769230769231,0.4482758620689655,-1.8713084061431595,0,0
175,52,M,Москва,8,458,56662,4111,1,1,1,125.0,525536.0,39.0,196476.0,177741.0,0,344235.0,115838.0,34.0,36.0,0,0.0,0.0,29.0,15.0,-0.10540618090367444,0.05555555555555555,0.5172413793103449,-1.9716932267476994,0,0
176,40,M,Регион,4,603,51428,0,1,0,1,91.0,247301.0,33.0,74253.0,101594.0,1,209727.0,140103.0,27.0,32.0,1,0.0,0.0,29.0,15.0,0.26912022363525406,0.15625,0.5172413793103449,-0.4969486734759427,0,0
177,36,M,Москва,9,531,44644,51878,1,1,0,80.0,212400.0,30.0,76077.0,67287.0,1,161117.0,64624.0,24.0,30.0,0,0.0,0.0,29.0,9.0,-0.13063444647554506,0.2,0.3103448275862069,-1.4931449616241643,0,0
178,46,F,Регион,7,566,71067,0,2,1,1,90.0,219827.0,23.0,70108.0,70969.0,0,183727.0,184375.0,28.0,24.0,0,0.0,0.0,29.0,11.0,0.012132057658977864,-0.16666666666666666,0.3793103448275862,0.0035145762711864406,1,0
179,46,F,Москва,5,710,49075,133211,3,1,1,120.0,312987.0,47.0,129546.0,134395.0,0,324152.0,203043.0,27.0,27.0,5,0.0,0.0,29.0,12.0,0.03608021131738532,0.0,0.41379310344827586,-0.5964697133119585,0,0
180,23,F,Регион,5,703,49182,0,2,1,0,111.0,269017.0,31.0,82639.0,57590.0,0,67008.0,62366.0,20.0,22.0,1,0.0,4.0,29.0,4.0,-0.4349539850668519,0.09090909090909091,0.13793103448275862,-0.07443158131032934,1,0
181,55,F,Регион,2,634,142934,309594,2,1,0,126.0,247458.0,42.0,75369.0,86056.0,1,249500.0,166662.0,31.0,19.0,0,0.0,0.0,29.0,7.0,0.12418657618295063,-0.631578947368421,0.2413793103448276,-0.49704191717368085,0,0
182,33,F,Регион,9,682,61657,5973,3,0,1,153.0,402601.0,58.0,139723.0,133642.0,0,116725.0,134824.0,50.0,29.0,0,0.0,0.0,29.0,15.0,-0.04550216249382679,-0.7241379310344828,0.5172413793103449,0.1342416780395182,0,0
183,58,F,Москва,0,596,45756,0,2,1,1,174.0,463610.0,64.0,157429.0,91003.0,0,323191.0,101356.0,60.0,60.0,0,0.0,0.0,29.0,15.0,-0.7299319802643869,0.0,0.5172413793103449,-2.188671612928687,0,0
184,22,M,Москва,0,850,32956,24252,1,1,1,99.0,302888.0,35.0,133839.0,92519.0,0,26902.0,35944.0,22.0,37.0,0,0.0,0.0,29.0,17.0,-0.4466109663960916,0.40540540540540543,0.5862068965517241,0.25155797907856664,0,0
185,42,F,Москва,8,680,67448,21985,2,1,1,104.0,324421.0,37.0,106633.0,120463.0,0,247989.0,43689.0,49.0,39.0,0,0.0,0.0,29.0,13.0,0.11480703618538472,-0.2564102564102564,0.4482758620689655,-4.676234292384811,0,0
186,36,F,Москва,0,591,42794,0,1,1,1,144.0,333399.0,45.0,109032.0,117485.0,1,421356.0,440735.0,35.0,33.0,1,0.0,0.0,29.0,16.0,0.07194961058858577,-0.06060606060606061,0.5517241379310345,0.04396973237886712,0,0
187,18,M,Санкт-Петербург,5,738,48002,101313,1,1,1,141.0,438519.0,47.0,156019.0,152931.0,0,117694.0,511622.0,21.0,24.0,0,0.0,0.0,29.0,14.0,-0.020192112782889016,0.125,0.4827586206896552,0.7699590713456419,0,0
188,46,M,Москва,2,774,35921,180380,3,1,1,145.0,366972.0,50.0,136828.0,129245.0,1,143778.0,82949.0,20.0,16.0,1,0.0,0.0,29.0,15.0,-0.058671515339084684,-0.25,0.5172413793103449,-0.7333301185065522,0,0
189,18,F,Москва,7,573,67382,0,1,0,0,106.0,346839.0,38.0,109525.0,162573.0,0,76366.0,75879.0,24.0,24.0,5,0.0,0.0,29.0,13.0,0.3263026455807545,0.0,0.4482758620689655,-0.006418113048406015,0,0
190,34,M,Москва,1,508,30000,36615,2,1,0,108.0,266481.0,37.0,76712.0,111401.0,0,135888.0,16595.0,15.0,17.0,2,0.0,0.0,29.0,10.0,0.31138858717605766,0.11764705882352941,0.3448275862068966,-7.188490509189515,0,0
191,51,F,Регион,2,528,76640,77930,2,1,0,119.0,360517.0,35.0,129646.0,130970.0,1,236191.0,219417.0,17.0,16.0,1,0.0,0.0,29.0,12.0,0.010109185309612889,-0.0625,0.41379310344827586,-0.07644804185637394,0,0
192,32,M,Москва,5,583,43136,553756,2,0,0,108.0,332784.0,36.0,99253.0,107448.0,0,142839.0,209774.0,18.0,24.0,1,0.0,0.0,29.0,9.0,0.07626945126945127,0.25,0.3103448275862069,0.31908148769628264,0,0
193,27,M,Москва,4,645,92040,684669,2,0,0,123.0,341174.0,41.0,119317.0,123541.0,0,355047.0,556264.0,30.0,18.0,0,0.0,0.0,29.0,8.0,0.03419107826551509,-0.6666666666666666,0.27586206896551724,0.3617293227676067,0,0
194,48,F,Санкт-Петербург,2,487,80110,68304,2,0,1,117.0,308208.0,50.0,140279.0,101842.0,1,530058.0,229748.0,46.0,50.0,3,0.0,0.0,29.0,15.0,-0.3774179611555154,0.08,0.5172413793103449,-1.3071278096000836,0,0
195,35,M,Москва,0,608,63730,0,3,1,0,120.0,315482.0,44.0,67919.0,90937.0,0,790355.0,237768.0,18.0,20.0,3,0.0,0.0,29.0,11.0,0.25312029207033443,0.1,0.3793103448275862,-2.324059587497056,0,0
196,33,M,Регион,0,629,99477,33673,2,1,0,143.0,486691.0,60.0,199933.0,176698.0,0,401883.0,399200.0,21.0,14.0,0,0.0,0.0,29.0,8.0,-0.13149554607296066,-0.5,0.27586206896551724,-0.006720941883767535,0,0
197,53,F,Москва,2,682,152386,0,1,1,1,84.0,189167.0,29.0,56672.0,108304.0,0,341232.0,401626.0,30.0,32.0,0,0.0,0.0,29.0,15.0,0.4767321613236815,0.0625,0.5172413793103449,0.15037373078436156,0,0
198,24,F,Регион,3,711,128168,1589961,3,1,0,153.0,412160.0,40.0,124020.0,178721.0,0,344990.0,246660.0,13.0,12.0,4,0.0,0.0,29.0,11.0,0.306069236407585,-0.08333333333333333,0.3793103448275862,-0.3986459093489013,0,0
199,32,M,Регион,1,690,30000,51938,1,1,0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,89,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1
200,48,M,Регион,5,829,41638,404928,1,1,0,63.0,158023.0,22.0,59963.0,69779.0,1,44045.0,130697.0,11.0,30.0,4,1.0,0.0,29.0,7.0,0.1406726952234913,0.6333333333333333,0.2413793103448276,0.6629991507073613,1,0
201,23,F,Регион,9,759,44812,0,3,0,1,59.0,183151.0,4.0,5836.0,73917.0,22,138341.0,72319.0,4.0,20.0,22,1.0,1.0,26.0,8.0,0.9210465792713449,0.8,0.3076923076923077,-0.9129274464525229,0,1
202,59,F,Регион,7,672,87831,80712,1,1,0,91.0,261806.0,23.0,58110.0,122226.0,2,429342.0,284279.0,18.0,25.0,2,0.0,0.0,29.0,9.0,0.5245692405871091,0.28,0.3103448275862069,-0.5102839112280542,0,0
203,35,F,Санкт-Петербург,3,553,43768,42817,1,0,1,150.0,491056.0,47.0,175939.0,118163.0,0,433024.0,227280.0,68.0,63.0,0,0.0,0.0,29.0,17.0,-0.4889517023095216,-0.07936507936507936,0.5862068965517241,-0.9052446321717705,0,0
204,48,M,Санкт-Петербург,4,582,42749,0,2,1,0,139.0,388654.0,48.0,140034.0,119626.0,0,331183.0,40171.0,20.0,15.0,0,0.0,0.0,29.0,9.0,-0.17059836490395064,-0.3333333333333333,0.3103448275862069,-7.2443304871673595,0,0
205,48,M,Регион,8,507,38542,247552,4,1,0,96.0,266095.0,36.0,94412.0,100639.0,0,201968.0,147453.0,24.0,26.0,1,0.0,0.0,29.0,13.0,0.0618746211707191,0.07692307692307693,0.4482758620689655,-0.3697110265643968,0,0
206,36,M,Санкт-Петербург,10,665,71635,0,2,0,1,102.0,304149.0,40.0,130034.0,91107.0,1,0.0,356805.0,37.0,48.0,0,0.0,0.0,29.0,17.0,-0.42726684008912597,0.22916666666666666,0.5862068965517241,1.0,0,0
207,32,M,Санкт-Петербург,6,683,87624,0,1,1,0,163.0,456259.0,53.0,166055.0,119382.0,1,350307.0,1005454.0,34.0,29.0,1,0.0,0.0,29.0,12.0,-0.39095508535625134,-0.1724137931034483,0.41379310344827586,0.6515932106292281,0,0
208,37,F,Москва,2,739,30000,0,2,1,0,111.0,368117.0,35.0,101044.0,143011.0,0,63049.0,78083.0,28.0,20.0,2,0.0,0.0,29.0,10.0,0.2934529511715882,-0.4,0.3448275862068966,0.19253870880985618,0,0
209,47,M,Москва,9,677,43978,22922,1,1,1,150.0,465004.0,51.0,161311.0,165821.0,0,241218.0,241137.0,46.0,49.0,0,0.0,0.0,29.0,18.0,0.027198002665524874,0.061224489795918366,0.6206896551724138,-0.0003359086328518643,0,0
210,26,F,Москва,5,755,30000,245992,2,0,0,83.0,276837.0,26.0,76248.0,104877.0,1,32191.0,20111.0,17.0,15.0,6,0.0,0.0,29.0,9.0,0.2729769158156698,-0.13333333333333333,0.3103448275862069,-0.6006663020237681,0,0
211,24,F,Москва,0,757,30000,62979,1,1,1,137.0,449261.0,50.0,146634.0,120385.0,1,79938.0,163803.0,56.0,48.0,0,0.0,0.0,29.0,16.0,-0.2180421148814221,-0.16666666666666666,0.5517241379310345,0.5119869599457886,0,0
212,56,F,Санкт-Петербург,2,547,80081,28801,1,0,1,209.0,680042.0,71.0,222698.0,246703.0,0,699779.0,930740.0,22.0,17.0,0,0.0,0.0,29.0,17.0,0.09730323506402436,-0.29411764705882354,0.5862068965517241,0.24814771042396372,0,0
213,29,M,Москва,5,598,72349,35386,4,1,0,63.0,195149.0,23.0,71417.0,67835.0,0,238657.0,48725.0,31.0,26.0,1,0.0,0.0,29.0,13.0,-0.05280459939559225,-0.19230769230769232,0.4482758620689655,-3.898040020523345,0,0
214,42,F,Санкт-Петербург,8,649,66399,1781080,1,0,1,168.0,486861.0,51.0,95519.0,223943.0,2,528011.0,331181.0,59.0,61.0,0,0.0,1.0,29.0,13.0,0.5734673555324346,0.03278688524590164,0.4482758620689655,-0.5943275731397635,0,0
215,36,F,Регион,9,579,155156,69080,2,1,1,167.0,556257.0,52.0,136326.0,176589.0,0,1278279.0,872548.0,20.0,20.0,6,0.0,0.0,29.0,18.0,0.22800400930975315,0.0,0.6206896551724138,-0.46499562201735606,0,0
216,36,F,Санкт-Петербург,2,626,30000,153560,1,1,1,93.0,261579.0,42.0,124333.0,73270.0,0,96355.0,23631.0,27.0,27.0,0,0.0,0.0,29.0,14.0,-0.6969155179473181,0.0,0.4827586206896552,-3.0774829672887307,0,0
